0,0,5.7579
1,1,3.0534
2,1,4.3514
3,1,4.1043
4,2,3.2897
5,2,4.1886
6,2,4.0699
7,2,4.0839
8,2,4.1579
9,2,3.0
10,2,4.0831
11,2,3.253
12,3,4.8259
13,4,0.033499999999999974
14,5,4.4353
15,5,4.1697
16,6,4.1364
17,7,4.018
18,8,4.2283
19,8,3.7715
20,8,3.0713
21,8,4.2751
22,8,4.0687
23,8,4.0397
24,8,2.4281
25,9,4.0159
26,10,4.0906
27,10,4.0231
28,10,4.4291
29,11,4.1858
30,11,4.5785
31,12,4.0339
32,13,3.2186
33,13,4.0704
34,13,4.0347
35,13,2.3876
36,14,5.4721
37,14,4.5801
38,15,4.2421
39,15,4.5785
40,15,4.3751
41,15,3.8797
42,16,3.3914999999999997
43,16,2.0516
44,17,4.0064
45,18,4.0938
46,19,3.1701
47,19,0.10870000000000002
48,20,4.0471
49,20,1.9726
50,21,2.0263999999999998
51,22,3.2049
52,23,4.1856
53,24,2.4786
54,25,3.0087
55,26,4.0323
56,27,4.235
55,28,4.0447
57,29,4.098
58,29,1.7067
59,29,3.0646
60,29,4.2654
61,30,0.8221
62,31,2.2083
63,31,2.081
64,32,4.0565999999999995
65,32,2.5061
66,32,1.9037
67,33,4.0305
68,34,0.6815
69,35,4.4291
70,36,4.216
71,37,3.717
72,37,4.1198
73,38,4.1912
74,39,4.2297
75,39,3.0077
76,39,3.8736
77,39,4.0832
78,40,4.0087
79,41,4.245
80,42,4.1519
81,43,4.1984
82,43,4.0323
83,43,4.0115
84,43,1.6351
85,44,4.0378
86,45,4.1098
87,46,1.8957000000000002
88,47,4.1124
89,47,4.5983
90,47,4.0439
91,48,4.3314
92,48,4.0894
93,48,4.0424
94,48,3.2283
94,48,3.2155
95,48,4.0663
96,48,4.0259
92,48,4.0123999999999995
97,48,4.0153
98,48,4.0484
99,48,3.1955999999999998
100,48,4.1345
101,48,3.0821
101,48,4.1481
102,48,4.2617
103,48,4.3631
104,48,4.13
105,48,3.0599
106,48,2.4824
107,48,4.0317
108,48,3.0397
109,48,4.8118
110,48,4.9065
111,48,2.6301
112,48,3.0117000000000003
113,48,4.0329999999999995
114,48,4.1469000000000005
115,48,4.3092
116,48,4.0127
2,48,2.0663
117,48,4.057
118,48,4.1189
119,48,4.0381
120,48,5.4854
121,48,4.074
122,48,4.0358
123,48,4.1545
124,48,4.0519
125,48,3.5117
126,48,3.66
127,48,4.4017
128,48,4.1556999999999995
129,48,4.2177
130,48,4.0394
131,48,4.0126
131,48,4.0074
132,48,5.3595
133,48,4.75
134,48,3.0251
135,48,3.0351
136,48,3.2494
137,48,3.0172
138,48,4.0905000000000005
139,48,4.0316
140,48,4.1445
141,48,4.3761
142,48,4.3855
143,48,4.0065
144,48,4.0549
145,48,4.0921
146,48,4.6616
147,48,1.5484
148,48,4.1453
135,48,3.0776
135,48,3.7039999999999997
149,48,2.3723
150,48,2.0402
150,48,4.0212
151,48,1.0713
152,48,4.0633
153,48,4.4024
154,48,4.3514
155,48,4.0257
156,48,4.0275
157,48,4.2167
158,48,3.0152
159,48,3.872
160,48,4.0189
161,48,5.2003
162,48,1.1078000000000001
163,48,4.1787
98,48,3.2134
164,48,4.0938
165,48,4.1445
166,48,4.0113
167,48,1.2715
168,48,1.8157
169,48,0.3631
170,48,4.0687999999999995
