0,0,3.0534
1,0,4.3514
2,0,4.1043
3,1,3.2897
4,1,4.1886
5,1,4.0699
6,1,4.0839
7,1,4.1579
8,1,3.0
9,1,4.0831
10,1,3.253
11,2,4.018
12,3,4.2283
13,3,3.7715
14,3,3.0713
15,3,4.2751
16,3,4.0687
17,3,4.0397
18,3,2.4281
19,4,4.0906
20,4,4.0231
21,4,4.4291
22,5,4.1858
23,5,4.5785
24,6,5.4721
25,6,4.5801
26,7,3.1701
27,7,0.10870000000000002
28,8,4.0447
29,9,4.098
30,9,1.7067
31,9,3.0646
32,9,4.2654
33,10,0.8221
34,11,4.0565999999999995
35,11,2.5061
36,11,1.9037
37,12,4.4291
38,13,4.2297
39,13,3.0077
40,13,3.8736
41,13,4.0832
42,14,4.1984
43,14,4.0323
44,14,4.0115
45,14,1.6351
46,15,4.3314
47,15,4.0894
48,15,4.0424
49,15,3.2283
49,15,3.2155
50,15,4.0663
51,15,4.0259
47,15,4.0123999999999995
52,15,4.0153
53,15,4.0484
54,15,3.1955999999999998
55,15,4.1345
56,15,3.0821
56,15,4.1481
57,15,4.2617
58,15,4.3631
59,15,4.13
60,15,3.0599
61,15,2.4824
62,15,4.0317
63,15,3.0397
64,15,4.8118
65,15,4.9065
66,15,2.6301
67,15,3.0117000000000003
68,15,4.0329999999999995
69,15,4.1469000000000005
70,15,4.3092
71,15,4.0127
1,15,2.0663
72,15,4.057
73,15,4.1189
74,15,4.0381
75,15,5.4854
76,15,4.074
77,15,4.0358
78,15,4.1545
79,15,4.0519
80,15,3.5117
81,15,3.66
82,15,4.4017
83,15,4.1556999999999995
84,15,4.2177
85,15,4.0394
86,15,4.0126
86,15,4.0074
87,15,5.3595
88,15,4.75
89,15,3.0251
90,15,3.0351
91,15,3.2494
92,15,3.0172
93,15,4.0905000000000005
94,15,4.0316
95,15,4.1445
96,15,4.3761
97,15,4.3855
98,15,4.0065
99,15,4.0549
100,15,4.0921
101,15,4.6616
102,15,1.5484
103,15,4.1453
90,15,3.0776
90,15,3.7039999999999997
104,15,2.3723
105,15,2.0402
105,15,4.0212
106,15,1.0713
107,15,4.0633
108,15,4.4024
109,15,4.3514
110,15,4.0257
111,15,4.0275
112,15,4.2167
113,15,3.0152
114,15,3.872
115,15,4.0189
116,15,5.2003
117,15,1.1078000000000001
118,15,4.1787
53,15,3.2134
119,15,4.0938
120,15,4.1445
121,15,4.0113
122,15,1.2715
123,15,1.8157
124,15,0.3631
125,15,4.0687999999999995
126,15,3.2816
127,15,2.4141
128,15,4.0649999999999995
129,15,4.0679
130,15,4.1066
131,15,0.1926
132,15,3.1779
133,15,2.101
134,15,2.0
135,15,4.0161
136,15,2.1342
137,15,4.0046
138,15,4.5754
139,15,4.1417
140,15,4.0156
141,15,4.1461
142,15,4.0462
143,15,0.0033999999999999586
144,15,4.022
145,15,4.0477
146,15,4.128
147,15,3.3295
148,15,3.0
149,15,2.3886
150,15,2.7641
151,15,4.2972
152,15,1.9032
153,15,1.5209000000000001
154,15,4.0011
82,15,3.2092
155,15,0.5074000000000001
156,15,3.0817
157,15,1.1779
158,15,1.417
159,15,1.8745
160,15,1.1839
161,15,1.5089000000000001
162,15,3.1145
163,15,2.5596
164,15,0.24450000000000005
165,15,1.8144
166,15,1.0790000000000002
167,15,1.0864
168,15,0.48939999999999995
169,15,0.6748000000000001
170,15,0.75
171,15,1.8004
172,15,0.8896
173,15,4.0388
174,15,1.7753999999999999
175,15,1.6640000000000001
176,15,1.8814
177,15,4.0783000000000005
178,15,4.1828
179,15,4.0141
180,15,1.9679
181,15,4.3251
182,15,0.6709
183,15,4.1578
184,15,4.0882
82,15,4.0059000000000005
185,15,4.0085
186,15,5.0
86,15,4.0126
187,15,4.1166
188,15,0.17090000000000005
189,15,4.0251
190,15,4.0693
191,15,4.3631
192,15,3.3876
193,15,4.0746
194,15,0.5981000000000001
195,15,5.2732
196,15,4.75
197,15,3.1868
198,15,4.0677
53,15,4.7831
199,15,4.0958
46,15,4.154
200,15,4.3631
201,15,3.0554
202,15,4.0261
203,15,1.1888
204,15,2.1068
205,15,4.0794
206,15,4.1433
207,15,4.5899
208,15,4.1198
209,15,4.0158000000000005
82,15,5.4503
210,15,4.0166
86,15,4.0062
86,15,4.0126
211,15,4.1519
212,15,4.1285
213,15,4.4295
214,15,3.0221
215,15,4.9616
216,15,4.0332
217,15,4.3778
218,15,3.1861
219,15,5.6341
220,15,4.0415
221,15,4.0831
222,15,3.018
223,15,4.1099
224,15,4.1021
225,15,2.4933
226,15,4.0414
227,15,1.1996
